ts;mode;outdoor_temp;flow_temp;flow_set_temp;target_flow_temp;dhw_temp;dhw_set_temp;burner_active;burner_power;pump_active;pump_modulation;energy_total_kwh;energy_heat_kwh;energy_dhw_kwh;gas_display_m3
2026-07-27T00:00:56.871973+02:00;standby;23.4;40.6;5.0;25.0;58.0;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:01:57.415241+02:00;standby;23.4;40.6;5.0;25.0;58.0;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:02:57.868443+02:00;standby;23.4;40.5;5.0;25.0;58.0;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:03:58.315303+02:00;standby;23.4;40.5;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:04:59.957429+02:00;standby;23.4;40.3;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:06:00.803088+02:00;standby;23.4;40.3;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:07:01.274498+02:00;standby;23.4;40.2;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:08:01.852200+02:00;standby;23.4;40.2;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:09:02.392744+02:00;standby;23.4;40.1;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:10:02.985185+02:00;standby;23.4;40.1;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:11:03.595545+02:00;standby;23.4;40.0;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:12:04.437489+02:00;standby;23.4;40.0;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:13:05.045770+02:00;standby;23.4;39.9;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:14:05.656997+02:00;standby;23.4;39.9;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:15:06.147021+02:00;standby;23.4;39.8;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:16:07.631259+02:00;standby;23.4;39.8;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:17:08.172423+02:00;standby;23.4;39.6;5.0;25.0;57.9;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:18:08.867159+02:00;standby;23.4;39.6;5.0;25.0;57.8;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:19:09.632410+02:00;standby;23.4;39.6;5.0;25.0;57.8;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:20:10.156411+02:00;standby;23.2;39.5;5.0;25.0;57.8;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:21:10.799359+02:00;standby;23.2;39.5;5.0;25.0;57.8;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:22:11.216471+02:00;standby;23.2;39.4;5.0;25.0;57.8;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:23:11.736398+02:00;standby;23.2;39.4;5.0;25.0;57.8;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:24:12.294158+02:00;standby;23.2;39.3;5.0;25.0;57.8;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
2026-07-27T00:25:12.806406+02:00;standby;23.2;39.3;5.0;25.0;57.8;10.0;0;0;0;0;16439.98;11280.08;5159.9;32437.375
