ts;mode;outdoor_temp;flow_temp;flow_set_temp;target_flow_temp;dhw_temp;dhw_set_temp;burner_active;burner_power;pump_active;pump_modulation;energy_total_kwh;energy_heat_kwh;energy_dhw_kwh;gas_display_m3
2026-06-01T00:00:58.603429+02:00;standby;18.5;27.3;25.0;25.0;49.6;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:01:59.159190+02:00;standby;18.5;27.3;25.0;25.0;49.6;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:02:59.913855+02:00;standby;18.5;27.3;25.0;25.0;49.6;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:04:00.611484+02:00;standby;18.5;27.3;25.0;25.0;49.5;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:05:01.229765+02:00;standby;18.5;27.3;25.0;25.0;49.5;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:06:01.749146+02:00;standby;18.5;27.3;25.0;25.0;49.5;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:07:02.319231+02:00;standby;18.5;27.2;25.0;25.0;49.5;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:08:03.230582+02:00;standby;18.5;27.2;25.0;25.0;49.5;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:09:03.829408+02:00;standby;18.5;27.2;25.0;25.0;49.5;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:10:04.403898+02:00;standby;18.5;27.2;25.0;25.0;49.5;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:11:05.072092+02:00;standby;18.5;27.2;25.0;25.0;49.5;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:12:05.683036+02:00;standby;18.5;27.2;25.0;25.0;49.5;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:13:06.316095+02:00;standby;18.5;27.2;25.0;25.0;49.5;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:14:06.823762+02:00;standby;18.5;27.2;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:15:07.404358+02:00;standby;18.5;27.2;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:16:08.236238+02:00;standby;18.5;27.2;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:17:08.736358+02:00;standby;18.5;27.2;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:18:09.376338+02:00;standby;18.5;27.2;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:19:09.998608+02:00;standby;18.6;27.2;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:20:10.501699+02:00;standby;18.6;27.2;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:21:10.991615+02:00;standby;18.6;27.2;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:22:11.487788+02:00;standby;18.6;27.2;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:23:12.066529+02:00;standby;18.6;27.0;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:24:12.646104+02:00;standby;18.6;27.0;25.0;25.0;49.4;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:25:13.169335+02:00;standby;18.6;27.0;25.0;25.0;49.3;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:26:14.007088+02:00;standby;18.6;27.0;25.0;25.0;49.3;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
2026-06-01T00:27:14.499935+02:00;standby;18.6;27.0;25.0;25.0;49.3;10.0;0;0;1;41;16183.56;11279.63;4903.93;32411.875
